"strong","term","source","ib_relevance"
"H2942","taste","meaning_tree","Could impact IB"
"H2949","tender care","meaning_tree","Could impact IB"
"H2949","dandling","meaning_tree","Could impact IB"
"H2954","be insensitive","meaning_tree","Could impact IB"
"H2954","be fat","meaning_tree","Could impact IB"
"H2968","(Qal) to long","meaning_tree","Could impact IB"
"H2968","long for","meaning_tree","Not relevant"
"H2968","desire","meaning_tree","IB related"
"H2973","to be foolish","meaning_tree","Could impact IB"
"H2973","become fools","meaning_tree","Could impact IB"
"H2973","act foolishly","meaning_tree","Could impact IB"
"H2973","show wicked folly","meaning_tree","IB related"
"H2973","to become fools","meaning_tree","Could impact IB"
"H2974","to begin","meaning_tree","Could impact IB"
"H2974","make a beginning","meaning_tree","Could impact IB"
"H2974","show willingness","meaning_tree","IB related"
"H2974","undertake to do","meaning_tree","Could impact IB"
"H2974","be pleased","meaning_tree","Could impact IB"
"H2974","be determined","meaning_tree","Could impact IB"
"H2974","to agree to","meaning_tree","Could impact IB"
"H2974","acquiesce","meaning_tree","Could impact IB"
"H2974","accept an invitation","meaning_tree","Could impact IB"
"H2974","be willing","meaning_tree","IB related"
"H2974","to undertake","meaning_tree","Could impact IB"
"H2974","to resolve","meaning_tree","IB related"
"H2976","to despair","meaning_tree","IB related"
"H2976","be desperate","meaning_tree","Could impact IB"
"H2976","interj","meaning_tree","Could impact IB"
"H2976","it is hopeless!","meaning_tree","IB related"
"H2980","(Piel) to cry","meaning_tree","Could impact IB"
"H2980","cry shrilly","meaning_tree","Could impact IB"
"H2981","produce","meaning_tree","Could impact IB"
"H2981","fruit","meaning_tree","Not relevant"
"H3001","to make dry","meaning_tree","Could impact IB"
"H3001","wither","meaning_tree","Could impact IB"
"H3001","be dry","meaning_tree","Could impact IB"
"H3001","become dry","meaning_tree","Could impact IB"
"H3001","be dried up","meaning_tree","Could impact IB"
"H3001","be withered","meaning_tree","Could impact IB"
"H3001","to be dry","meaning_tree","Could impact IB"
"H3001","be without moisture","meaning_tree","Could impact IB"
"H3001","dry up","meaning_tree","Could impact IB"
"H3001","to dry up","meaning_tree","Could impact IB"
"H3001","make dry","meaning_tree","Could impact IB"
"H3001","to exhibit dryness","meaning_tree","Could impact IB"
"H3013","to afflict","meaning_tree","Could impact IB"
"H3013","grieve","meaning_tree","Could impact IB"
"H3013","suffer","meaning_tree","Could impact IB"
"H3013","cause grief","meaning_tree","IB related"
"H3013","(Niphal) grieved","meaning_tree","Could impact IB"
"H3013","grieving (participle)","meaning_tree","Could impact IB"
"H3013","(Piel) to grieve","meaning_tree","Could impact IB"
"H3013","cause sorrow","meaning_tree","IB related"
"H3015","grief","meaning_tree","IB related"
"H3015","sorrow","meaning_tree","IB related"
"H3015","anguish","meaning_tree","IB related"
"H3016","(Qal) fearful","meaning_tree","IB related"
"H3016","fearing","meaning_tree","IB related"
"H3018","toil","meaning_tree","Could impact IB"
"H3018","work","meaning_tree","Not relevant"
"H3018","product","meaning_tree","Could impact IB"
"H3018","produce","meaning_tree","Could impact IB"
"H3019","weary","meaning_tree","Could impact IB"
"H3019","tired","meaning_tree","Could impact IB"
"H3021","to toil","meaning_tree","Could impact IB"
"H3021","labour","meaning_tree","Could impact IB"
"H3021","grow weary","meaning_tree","Could impact IB"
"H3021","be weary","meaning_tree","Could impact IB"
"H3021","to grow weary","meaning_tree","Could impact IB"
"H3021","(Piel) to weary","meaning_tree","Could impact IB"
"H3021","make weary","meaning_tree","Could impact IB"
"H3023","weary","meaning_tree","Could impact IB"
"H3023","wearisome","meaning_tree","Could impact IB"
"H3025","(Qal) to fear","meaning_tree","IB related"
"H3025","dread","meaning_tree","IB related"
"H3025","be afraid","meaning_tree","Could impact IB"
"H3027","hand","meaning_tree","Not relevant"
"H3027","hand (of man)","meaning_tree","Not relevant"
"H3027","strength","meaning_tree","Could impact IB"
"H3027","power (fig.)","meaning_tree","Could impact IB"
"H3027","side (of land)","meaning_tree","Not relevant"
"H3027","part","meaning_tree","Not relevant"
"H3027","portion (metaph.) (fig.)","meaning_tree","Could impact IB"
"H3027","sign","meaning_tree","Not relevant"
"H3027","monument","meaning_tree","Could impact IB"
"H3027","fractional part","meaning_tree","Could impact IB"
"H3027","share","meaning_tree","Could impact IB"
"H3027","time","meaning_tree","Not relevant"
"H3027","repetition","meaning_tree","Could impact IB"
"H3027","axle-trees","meaning_tree","Could impact IB"
"H3027","axle","meaning_tree","Could impact IB"
"H3027","stays","meaning_tree","Could impact IB"
"H3027","support (for laver)","meaning_tree","Could impact IB"
"H3027","tenons (in tabernacle)","meaning_tree","Could impact IB"
"H3027","a phallus","meaning_tree","Could impact IB"
"H3027","wrists","meaning_tree","Not relevant"
"H3028","hand","meaning_tree","Not relevant"
"H3028","power (fig.)","meaning_tree","Could impact IB"
"H3029","(Aphel) to praise","meaning_tree","IB related"
"H3029","give thanks","meaning_tree","Could impact IB"
"H3032","v","meaning_tree","Could impact IB"
"H3032","cast lots","meaning_tree","Could impact IB"
"H3032","n","meaning_tree","Could impact IB"
"H3032","love","meaning_tree","IB related"
"H3032","loving-one","meaning_tree","Could impact IB"
"H3032","friend","meaning_tree","Could impact IB"
"H3033","one dearly loved","meaning_tree","Could impact IB"
"H3033","beloved one","meaning_tree","Could impact IB"
"H3033","object of love","meaning_tree","IB related"
"H3034","to throw","meaning_tree","Not relevant"
"H3034","shoot","meaning_tree","Could impact IB"
"H3034","cast","meaning_tree","Could impact IB"
"H3034","(Piel) to cast","meaning_tree","Could impact IB"
"H3034","cast down","meaning_tree","Could impact IB"
"H3034","throw down","meaning_tree","Not relevant"
"H3034","to give thanks","meaning_tree","Could impact IB"
"H3034","laud","meaning_tree","Could impact IB"
"H3034","praise","meaning_tree","IB related"
"H3034","to confess","meaning_tree","Could impact IB"
"H3034","to confess (sin)","meaning_tree","IB related"
"H3039","beloved","meaning_tree","Could impact IB"
"H3039","lovely","meaning_tree","IB related"
"H3045","to know","meaning_tree","Could impact IB"
"H3045","learn to know","meaning_tree","Could impact IB"
"H3045","to perceive","meaning_tree","IB related"
"H3045","to discriminate","meaning_tree","Could impact IB"
"H3045","distinguish","meaning_tree","Could impact IB"
"H3045","to recognise","meaning_tree","Could impact IB"
"H3045","admit","meaning_tree","Could impact IB"
"H3045","acknowledge","meaning_tree","Could impact IB"
"H3045","confess","meaning_tree","Could impact IB"
"H3045","to consider","meaning_tree","IB related"
"H3045","be acquainted with","meaning_tree","Could impact IB"
"H3045","to know how","meaning_tree","Could impact IB"
"H3045","be skilful in","meaning_tree","Could impact IB"
"H3045","to have knowledge","meaning_tree","IB related"
"H3045","be wise","meaning_tree","Could impact IB"
"H3045","be revealed","meaning_tree","Could impact IB"
"H3045","to be perceived","meaning_tree","Could impact IB"
"H3045","to be instructed","meaning_tree","Could impact IB"
"H3045","to be known","meaning_tree","Could impact IB"
"H3045","known","meaning_tree","Could impact IB"
"H3045","one known","meaning_tree","Could impact IB"
"H3045","acquaintance (participle)","meaning_tree","Could impact IB"
"H3045","declare","meaning_tree","Could impact IB"
"H3045","reveal oneself","meaning_tree","Could impact IB"
"H3046","to know","meaning_tree","Could impact IB"
"H3046","(P'al) to know","meaning_tree","Could impact IB"
"H3046","communicate","meaning_tree","Could impact IB"
"H3046","inform","meaning_tree","Could impact IB"
"H3046","cause to know","meaning_tree","Could impact IB"
"H3051","to give","meaning_tree","Not relevant"
"H3051","provide","meaning_tree","Could impact IB"
"H3051","ascribe","meaning_tree","Could impact IB"
"H3051","come","meaning_tree","Not relevant"
"H3051","to set","meaning_tree","Not relevant"
"H3051","place","meaning_tree","Not relevant"
"H3051","to ascribe (glory)","meaning_tree","Could impact IB"
"H3051","to grant","meaning_tree","Could impact IB"
"H3051","permit","meaning_tree","Could impact IB"
"H3051","come now","meaning_tree","Not relevant"
"H3052","to give","meaning_tree","Not relevant"
"H3052","provide","meaning_tree","Could impact IB"
"H3052","to place","meaning_tree","Not relevant"
"H3052","lay (foundations)","meaning_tree","Could impact IB"
"H3052","to be given","meaning_tree","Not relevant"
"H3052","to be paid","meaning_tree","Could impact IB"
"H3093","proud","meaning_tree","Could impact IB"
"H3093","arrogant","meaning_tree","Could impact IB"
"H3093","haughty","meaning_tree","Could impact IB"
"H3117","day","meaning_tree","Not relevant"
"H3117","time","meaning_tree","Not relevant"
"H3117","year","meaning_tree","Not relevant"
"H3117","day (24 hour period)","meaning_tree","Could impact IB"
"H3117","a working day","meaning_tree","Not relevant"
"H3117","a day's journey","meaning_tree","Could impact IB"
"H3117","days","meaning_tree","Not relevant"
"H3117","lifetime (pl.)","meaning_tree","Could impact IB"
"H3117","period (general)","meaning_tree","Could impact IB"
"H3117","temporal references","meaning_tree","Could impact IB"
"H3117","today","meaning_tree","Could impact IB"
"H3117","yesterday","meaning_tree","Could impact IB"
"H3117","tomorrow","meaning_tree","Could impact IB"
"H3161","to join","meaning_tree","Could impact IB"
"H3161","unite","meaning_tree","Could impact IB"
"H3161","be joined","meaning_tree","Could impact IB"
"H3161","be united","meaning_tree","Could impact IB"
"H3161","(Piel) to unite","meaning_tree","Could impact IB"
"H3175","waiting","meaning_tree","Could impact IB"
"H3175","hoping","meaning_tree","Could impact IB"
"H3176","to wait","meaning_tree","Could impact IB"
"H3176","hope","meaning_tree","IB related"
"H3176","expect","meaning_tree","Could impact IB"
"H3176","(Niphal) to wait","meaning_tree","Could impact IB"
"H3176","await","meaning_tree","Could impact IB"
"H3176","tarry","meaning_tree","Could impact IB"
"H3176","to wait for","meaning_tree","Could impact IB"
"H3176","hope for","meaning_tree","IB related"
"H3176","(Hiphil) to wait","meaning_tree","Could impact IB"
"H3176","wait for","meaning_tree","Could impact IB"
"H3190","to be good","meaning_tree","IB related"
"H3190","be pleasing","meaning_tree","Could impact IB"
"H3190","be well","meaning_tree","Could impact IB"
"H3190","be glad","meaning_tree","Could impact IB"
"H3190","to be glad","meaning_tree","Could impact IB"
"H3190","be joyful","meaning_tree","IB related"
"H3190","be well with","meaning_tree","Could impact IB"
"H3190","go well with","meaning_tree","Could impact IB"
"H3190","to be pleasing","meaning_tree","Could impact IB"
"H3190","be pleasing to","meaning_tree","Could impact IB"
"H3190","to make glad","meaning_tree","Could impact IB"
"H3190","rejoice","meaning_tree","Could impact IB"
"H3190","deal well with","meaning_tree","Could impact IB"
"H3190","to do well","meaning_tree","Could impact IB"
"H3190","do thoroughly","meaning_tree","Could impact IB"
"H3190","do right","meaning_tree","Could impact IB"
"H3191","do good","meaning_tree","IB related"
"H3191","be pleasing","meaning_tree","Could impact IB"
"H3198","to prove","meaning_tree","Could impact IB"
"H3198","decide","meaning_tree","IB related"
"H3198","judge","meaning_tree","Not relevant"
"H3198","rebuke","meaning_tree","Could impact IB"
"H3198","reprove","meaning_tree","Could impact IB"
"H3198","correct","meaning_tree","Could impact IB"
"H3198","be right","meaning_tree","Could impact IB"
"H3198","to decide","meaning_tree","IB related"
"H3198","to adjudge","meaning_tree","Could impact IB"
"H3198","appoint","meaning_tree","Not relevant"
"H3198","prove","meaning_tree","Could impact IB"
"H3198","to convince","meaning_tree","Could impact IB"
"H3198","convict","meaning_tree","Could impact IB"
"H3198","to reprove","meaning_tree","Could impact IB"
"H3198","chide","meaning_tree","Could impact IB"
"H3198","to correct","meaning_tree","Could impact IB"
"H3198","(Niphal) to reason","meaning_tree","IB related"
"H3198","reason together","meaning_tree","IB related"
"H3198","(Hithpael) to argue","meaning_tree","Could impact IB"
"H3201","to prevail","meaning_tree","Could impact IB"
"H3201","overcome","meaning_tree","Could impact IB"
"H3201","endure","meaning_tree","Could impact IB"
"H3201","have power","meaning_tree","Could impact IB"
"H3201","be able","meaning_tree","Could impact IB"
"H3201","to be able","meaning_tree","Could impact IB"
"H3201","be victor","meaning_tree","Could impact IB"
"H3201","to have ability","meaning_tree","Could impact IB"
"H3201","have strength","meaning_tree","Could impact IB"
"H3202","to be able","meaning_tree","Could impact IB"
"H3202","to prevail","meaning_tree","Could impact IB"
"H3213","(Hiphil) to howl","meaning_tree","Could impact IB"
"H3213","wail","meaning_tree","Could impact IB"
"H3213","make a howling","meaning_tree","Could impact IB"
"H3215","wailing","meaning_tree","Could impact IB"
"H3235","to exchange","meaning_tree","Could impact IB"
"H3235","(Hiphil) to exchange","meaning_tree","Could impact IB"
"H3235","be changed into","meaning_tree","Could impact IB"
"H3235","(TWOT) to promise","meaning_tree","Could impact IB"
"H3238","to oppress","meaning_tree","Could impact IB"
"H3238","suppress","meaning_tree","Could impact IB"
"H3238","treat violently","meaning_tree","Could impact IB"
"H3238","maltreat","meaning_tree","Could impact IB"
"H3238","vex","meaning_tree","Could impact IB"
"H3238","do wrong","meaning_tree","Could impact IB"
"H3238","(Qal) to oppress","meaning_tree","Could impact IB"
"H3251","(Qal) to anoint","meaning_tree","Could impact IB"
"H3251","be poured","meaning_tree","Not relevant"
"H3254","to add","meaning_tree","Could impact IB"
"H3254","increase","meaning_tree","Could impact IB"
"H3254","do again","meaning_tree","Not relevant"
"H3254","(Qal) to add","meaning_tree","Could impact IB"
"H3254","to join","meaning_tree","Could impact IB"
"H3254","join oneself to","meaning_tree","Could impact IB"
